word,topicid,topicval
leonhard,"[4, 0, 18, 7, 2, 9, 5, 19, 1, 15, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99976293132347516, 0.00023697099101021394, 6.1342399653543794e-08, 3.6343136362749126e-08, 5.4111298536835846e-32, 2.8718847929759443e-51, 1.0759646589601152e-138, 9.4994840270637575e-162, 2.6280040033493274e-187, 2.6164833335324627e-198, 8.9933629616331815e-204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
γ,"[7, 18, 0, 2, 4, 9, 5, 19, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99991261667978015, 8.4314936570766219e-05, 3.0662575603416261e-06, 2.1260845469250685e-09, 6.3934922459649949e-16, 3.4221716057532791e-24, 9.9982352470621763e-66, 2.4550522840116586e-79, 8.7881927524620299e-119, 4.7838367428702253e-132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sometim,"[14, 1, 7, 9, 19, 5, 2, 18, 0, 13, 4, 6, 15, 12, 11, 10, 8, 16, 3, 17]","[1.0, 6.9020443507009963e-30, 3.9250153059050402e-53, 2.0999116021136816e-56, 1.3209915531486064e-60, 9.4712216870401735e-78, 9.8928684553774173e-80, 9.7692041379059639e-86, 6.4281365241151115e-141, 8.418216128448695e-268, 2.4292823856166557e-291, 1.2155370560546703e-312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
simpli,"[9, 7, 2, 18, 5, 19, 0, 1, 14, 4, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999953706031219, 4.5777267501547801e-07, 5.1669423645593911e-09, 9.882369682140815e-14, 1.413187987737285e-27, 2.9792815158040372e-28, 1.7785704686996805e-31, 1.9175226259928749e-43, 4.2444579295162932e-69, 1.1800836145220407e-72, 1.3867900159454386e-270, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
occasion,"[15, 4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 2.7358842765005624e-42, 1.5988066402231886e-46, 4.5189881797241066e-49, 2.4509931099049779e-54, 5.0935931987789298e-98, 7.6333332093104883e-132, 1.1640000441499026e-206, 5.2498559780766531e-235, 4.7643331249670914e-316, 2.8661687828109102e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
term,"[6, 14, 1, 9, 8, 2, 3, 4, 5, 7, 19, 18, 10, 11, 12, 13, 15, 16, 17, 0]","[1.0, 1.0216231593743102e-131, 7.2215314388620444e-204, 1.368926573556048e-313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
choic,"[7, 18, 2, 9, 0, 4, 19, 5, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999697395807885, 3.0260417442626045e-06, 1.497447973345218e-13, 7.8636138705687944e-17, 5.605516544363225e-17, 4.663095273899813e-35, 4.7723523225061147e-41, 3.0462078574159855e-63, 2.166066855282922e-110, 4.2432403990290517e-139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
symbol,"[5, 1, 14, 19, 8, 2, 3, 4, 6, 7, 9, 18, 10, 11, 12, 13, 15, 16, 17, 0]","[1.0, 1.997500849255708e-173, 4.64959846659607e-234, 9.5014240796293429e-277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
said,"[9, 7, 2, 18, 5, 19, 0, 1, 14, 4, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99079842161693155, 0.0092015476976765251, 2.202568368243548e-08, 8.6596843126707011e-09, 1.8718708257237309e-20, 8.6076399167386867e-23, 1.9133771730996299e-33, 1.1954482625476441e-36, 5.0962894499875177e-43, 9.6057627626453354e-63, 1.2202563795424306e-258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
retain,"[7, 18, 2, 9, 0, 4, 19, 5, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99992765049125543, 6.9276729048201385e-05, 3.0727797169701155e-06, 1.9821382494978467e-18, 1.8395643360463121e-19, 1.5323878211998323e-27, 7.5989937767586469e-43, 5.4157399355118844e-43, 1.0366329376605012e-97, 1.0574116603460275e-108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
honor,"[0, 4, 18, 7, 2, 9, 19, 5, 14, 1, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99998586335714601, 1.3989219789942966e-05, 1.4742289958439867e-07, 1.5591457542961085e-13, 2.9172792087706831e-24, 1.7231038349044776e-50, 4.6241331100893817e-108, 1.4001238768126361e-130, 9.706395956187686e-175, 1.3053837916203368e-175, 1.5772764292823866e-236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
emin,"[4, 0, 18, 7, 2, 9, 15, 5, 19, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99295342184285273, 0.0063400302116971164, 0.00070654793614514217, 9.3230202373226688e-12, 7.4478499616517424e-41, 1.6325174335055272e-65, 1.0549287224755935e-105, 2.0223639901363574e-153, 1.5636902732123542e-175, 3.503845620716093e-226, 8.8180331653801329e-247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
import,"[6, 14, 1, 9, 5, 19, 2, 7, 13, 12, 11, 10, 18, 8, 15, 16, 4, 3, 17, 0]","[1.0, 2.758114005576443e-82, 2.4846421187927851e-108, 2.3019123255741639e-199, 9.4898304993609171e-226, 3.8136248482665541e-234, 5.4726642603245203e-273, 2.4749006596806413e-294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
alongsid,"[0, 18, 7, 4, 2, 9, 5, 19, 14, 1, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.98600036517297185, 0.013998049257751385, 1.1389125132134218e-06, 4.4665676793820289e-07, 9.7072453025869793e-23, 2.9330343825270573e-47, 8.7928534194927827e-103, 6.7597375070775734e-121, 3.0768408889427318e-162, 4.781547185630228e-168, 3.1578242703679341e-215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
π,"[5, 9, 19, 1, 7, 2, 14, 18, 0, 4, 6, 13, 17, 3, 16, 15, 10, 11, 12, 8]","[0.99999999999994316, 4.0344156325478031e-14, 2.9603927118709106e-20, 2.3714536113950423e-20, 7.0145274844353877e-21, 2.0215360538841172e-23, 1.7153893740995515e-38, 7.9606030342864328e-45, 2.2623861556419213e-97, 3.9994685812611465e-164, 7.3873660789754827e-207, 2.5221154913919896e-260, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
five,"[19, 9, 1, 2, 14, 7, 18, 5, 0, 13, 4, 6, 3, 17, 16, 10, 11, 12, 15, 8]","[0.99999999996703082, 3.2964900648830042e-11, 7.3400187253534195e-19, 2.8845827566789659e-19, 4.5630051881148761e-35, 1.3454858724161957e-35, 1.1828013832600615e-47, 8.7109244230450589e-67, 1.210502543130014e-126, 2.3338098735288979e-159, 5.3774909219237557e-202, 2.1783485052736065e-266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
play,"[1, 14, 19, 9, 7, 2, 18, 0, 5, 15, 16, 13, 12, 11, 10, 8, 6, 4, 3, 17]","[1.0, 1.5475864106515039e-111, 3.580360179692039e-131, 1.8443643636696527e-132, 1.7213596075486445e-152, 1.0414135253760383e-154, 6.5022987095631451e-155, 1.6843013300946735e-255, 2.0915112426548125e-277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
recur,"[4, 18, 0, 7, 2, 9, 19, 15, 5, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999999840662213, 1.5183555146753906e-09, 6.0619102677292156e-11, 1.4410272611421947e-11, 3.1075633854538676e-37, 1.6717761718784485e-65, 5.3476641224283332e-140, 5.6038928857947016e-143, 8.4344833279818706e-162, 4.5916718266002064e-201, 3.0604449675196072e-204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
role,"[14, 1, 9, 19, 7, 18, 2, 5, 15, 16, 13, 12, 11, 10, 8, 6, 4, 3, 17, 0]","[1.0, 9.6734396747657548e-106, 4.3827319333951869e-176, 1.0478515400106958e-198, 2.1389272492856574e-210, 1.817381489139245e-220, 7.5802889135145112e-264, 6.5868826725747021e-314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
across,"[1, 9, 14, 19, 7, 2, 5, 18, 0, 6, 4, 13, 15, 16, 12, 11, 10, 8, 3, 17]","[1.0, 1.3145746721097418e-15, 1.0160330143262651e-17, 8.3419028371760989e-18, 4.6248857937706913e-33, 4.6107989262332172e-42, 1.7276699225730198e-44, 2.6238689148612116e-46, 5.4611708064320136e-115, 7.6856592366744127e-183, 1.1045336799341077e-198, 1.0347423327401028e-253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
formul,"[5, 9, 19, 2, 7, 1, 14, 18, 0, 4, 13, 6, 17, 3, 16, 15, 10, 11, 12, 8]","[1.0, 4.5140308672636194e-23, 1.8690350456389346e-31, 3.9580706555738226e-36, 1.9496240172868807e-37, 5.5322660205992155e-41, 3.2328253020140794e-50, 1.6391057494566984e-51, 1.1020317516881243e-92, 1.7061041739114307e-184, 5.0357221213530201e-247, 1.4820806650533721e-313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
like,"[14, 1, 9, 19, 7, 2, 18, 5, 13, 0, 15, 16, 12, 11, 10, 8, 6, 4, 3, 17]","[1.0, 4.3509780289707578e-29, 3.9785674001960509e-66, 2.4800055350868996e-71, 2.218544324602207e-84, 7.2368016922716512e-109, 1.0436332970789152e-121, 2.7102377406463739e-131, 2.4821941422914141e-240, 6.2888180851553996e-242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
irrat,"[0, 18, 7, 4, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999694462952182, 3.0553669647754536e-06, 3.5111972033707604e-12, 2.7737751825207956e-19, 9.7819973929911593e-37, 4.5628259130387483e-56, 7.5908525847777346e-108, 1.9679397979083309e-135, 3.0565832859706251e-206, 1.6659095065159201e-218, 1.8298075813503745e-227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ratio,"[1, 19, 9, 14, 7, 2, 5, 18, 0, 4, 6, 13, 17, 3, 16, 15, 10, 11, 12, 8]","[1.0, 9.1220247310567637e-17, 2.5601423634403896e-18, 4.693998223474275e-22, 8.4746379603802979e-30, 9.3473711092173945e-38, 2.3579090209439425e-55, 3.8825691772469865e-76, 1.685320197414e-162, 5.9989359561418021e-222, 1.2033568781702188e-242, 1.5740857760484674e-263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
integ,"[5, 14, 1, 9, 19, 2, 7, 15, 13, 12, 11, 10, 18, 8, 6, 16, 4, 3, 17, 0]","[1.0, 7.6829966419727684e-51, 6.515416657525607e-62, 2.2713283409335793e-80, 1.7966142201892512e-111, 2.7418875641728514e-145, 2.1626678593661966e-151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
transcendent,"[15, 4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 2.7358842765005624e-42, 1.5988066402231886e-46, 4.5189881797241066e-49, 2.4509931099049779e-54, 5.0935931987789298e-98, 7.6333332093104883e-132, 1.1640000441499026e-206, 5.2498559780766531e-235, 4.7643331249670914e-316, 2.8661687828109102e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
root,"[5, 9, 2, 19, 7, 1, 18, 14, 0, 4, 13, 6, 15, 12, 11, 10, 8, 16, 3, 17]","[1.0, 2.4106636291207492e-20, 2.519199633730545e-21, 1.1301641722420351e-25, 4.1478662706999463e-29, 7.8995140463800098e-31, 6.7181052505216492e-42, 2.8265099301216448e-50, 1.2336238446746959e-80, 5.7717392457082538e-144, 6.7508036463067423e-228, 1.4926344716082297e-304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
non,"[14, 1, 19, 9, 7, 2, 5, 18, 0, 13, 6, 4, 15, 16, 12, 11, 10, 8, 3, 17]","[1.0, 5.5508691628340667e-23, 1.2890051435391834e-39, 6.9812574444230032e-47, 7.3063034273560564e-48, 9.1049079516952945e-58, 1.1023282404802334e-87, 7.4242258923817598e-95, 1.6672659396382255e-168, 2.4864673281447867e-239, 2.5731473249690584e-306, 1.6100275130100526e-313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
zero,"[1, 14, 9, 2, 19, 7, 5, 18, 0, 15, 13, 12, 11, 10, 8, 6, 4, 3, 16, 17]","[1.0, 1.5590866158153581e-23, 7.0004795614597789e-42, 6.5308093601265367e-76, 2.5118448888066535e-83, 4.0293826959651961e-88, 4.7719331771545949e-103, 5.1119816024050928e-137, 9.8576958039686405e-289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
polynomi,"[2, 7, 18, 9, 5, 0, 19, 1, 14, 4, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[1.0, 4.0133302359188439e-15, 5.3039877092244493e-19, 3.5021269051612458e-19, 6.4057513968030645e-48, 3.7806218176726007e-51, 9.8025632704900634e-61, 1.5265851916348961e-74, 2.7068716273451164e-83, 4.1570641445806129e-99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ration,"[9, 2, 19, 7, 18, 1, 5, 0, 14, 4, 6, 17, 3, 16, 15, 10, 11, 12, 13, 8]","[0.9999999999883471, 1.1665319288487968e-11, 4.7667143528724466e-15, 1.0346152692520907e-16, 4.1011593550209205e-28, 2.1248272954371474e-41, 8.2530191187022781e-50, 8.2308617711063969e-60, 1.2658868659302068e-74, 6.1814793643027849e-119, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
coeffici,"[7, 18, 0, 2, 4, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99975540459643664, 0.00023726412841058091, 7.3312751267670478e-06, 2.1406151516651622e-14, 6.0480838614174887e-15, 1.9257541046437005e-16, 8.0877908432643963e-68, 8.7013047329347716e-74, 7.8436836298658341e-110, 1.5348631746781618e-117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
valu,"[17, 1, 14, 5, 9, 2, 19, 7, 12, 11, 10, 18, 8, 6, 13, 4, 3, 15, 16, 0]","[1.0, 4.1181713987241769e-81, 1.134782754486743e-81, 7.6656329695913217e-160, 3.4071213208863469e-166, 8.4214376624934918e-191, 1.3104502447973777e-195, 8.5958120885136572e-209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
50,"[9, 2, 7, 19, 1, 14, 5, 18, 0, 13, 4, 15, 12, 11, 10, 8, 16, 6, 3, 17]","[0.99999999999994316, 5.0406798395293282e-14, 5.3709197958236108e-18, 1.737845301084682e-20, 1.0073095007122795e-29, 2.022524758250072e-57, 5.9095244143381458e-89, 3.0577602848038338e-97, 6.481370032290007e-126, 2.5241432717788993e-256, 5.9899305857622023e-291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
decim,"[4, 0, 7, 18, 2, 9, 19, 5, 15, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99330065205036366, 0.0066993251329497041, 1.3255467235466779e-08, 9.5612438909364534e-09, 2.9489816395670454e-34, 1.9697641690260341e-65, 7.4634452706170389e-154, 2.0560806067120199e-157, 1.3895404750335469e-169, 1.9587022675346635e-193, 1.0192554359263965e-218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
place,"[14, 1, 7, 9, 18, 2, 5, 19, 0, 13, 4, 6, 11, 10, 12, 8, 15, 3, 16, 17]","[1.0, 8.3638360211203515e-33, 7.0994588565686708e-40, 3.3966349257370271e-47, 3.5726838798949126e-48, 6.2168552977313157e-51, 1.4022389511895097e-58, 1.7583401444045828e-75, 1.9939924413622372e-130, 1.6534251891751769e-207, 4.3410531196738462e-225, 9.436653835567809e-322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
function,"[6, 19, 18, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
f,"[1, 14, 9, 19, 7, 2, 5, 18, 15, 16, 13, 12, 11, 10, 8, 6, 4, 3, 17, 0]","[1.0, 3.3320131928536898e-37, 1.4528281959172306e-63, 3.1108915450735144e-78, 5.1886008805470363e-93, 1.3610844123935188e-115, 2.3601278306997184e-197, 3.815434738814442e-306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
x,"[14, 1, 9, 8, 2, 3, 4, 5, 6, 7, 19, 18, 10, 11, 12, 13, 15, 16, 17, 0]","[1.0, 2.0598539314314763e-160, 2.68895924772703e-300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
exponenti,"[18, 7, 2, 0, 9, 4, 19, 1, 5, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999999535151574, 2.9801962284405268e-09, 1.6682892771404504e-09, 4.9492800900323664e-19, 1.2742699613014904e-25, 6.64287000059506e-34, 8.0636156618003035e-72, 2.1317435671901363e-92, 1.1142131758466672e-97, 5.1526645165179641e-130, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uniqu,"[9, 2, 7, 19, 18, 1, 5, 14, 0, 4, 13, 15, 12, 11, 10, 8, 16, 6, 3, 17]","[0.99999999998260591, 1.7390030636361957e-11, 1.9330807635378025e-16, 9.500315825104473e-18, 1.9514387513395123e-35, 1.7805396183876924e-37, 1.5240999054501489e-38, 1.1440552712028069e-58, 6.6049669994428019e-84, 1.1079014126056012e-119, 2.2639380638034653e-241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
type,"[14, 1, 9, 19, 2, 15, 16, 13, 12, 11, 10, 18, 8, 7, 6, 5, 4, 3, 17, 0]","[1.0, 4.0266282939432113e-105, 6.1441384400693443e-251, 3.6853140911130278e-252, 6.163114036387762e-300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
deriv,"[1, 14, 19, 9, 7, 15, 16, 13, 12, 11, 10, 18, 8, 6, 5, 4, 3, 2, 17, 0]","[1.0, 3.9296590141900894e-20, 5.0408577492098847e-121, 3.5200373778667161e-153, 2.1900762470795368e-293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
spot,"[7, 18, 2, 9, 0, 19, 4, 5, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999996522308321, 3.4678374568013228e-08, 6.4364609204144081e-11, 3.4180901645374697e-11, 4.6791454463058786e-22, 7.210734455840821e-35, 1.5343591302731194e-37, 2.1944059216899512e-41, 5.502377328979295e-59, 8.6713412842983134e-79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
posit,"[1, 14, 19, 9, 5, 7, 2, 18, 15, 16, 13, 12, 11, 10, 8, 6, 4, 3, 17, 0]","[1.0, 7.658426023941792e-52, 8.678310694726353e-100, 2.291295444857312e-108, 4.4890598058909536e-165, 3.085345884709573e-178, 1.0219671414634067e-192, 9.2927555663853951e-295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
graph,"[2, 9, 18, 7, 19, 1, 5, 14, 0, 4, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999999999977263, 2.3751880940237259e-13, 9.3712116132362477e-24, 1.2996518956628785e-33, 5.7711988984279585e-40, 3.6983466077149341e-51, 1.9563469975085519e-53, 2.8683185577645653e-74, 1.7180044489558903e-102, 7.7397597123210337e-172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
slope,"[0, 4, 18, 7, 2, 9, 19, 5, 14, 1, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99522386250148709, 0.0047668111140482684, 4.6679455185286197e-06, 4.6584389545933032e-06, 7.9993213529688455e-26, 9.2416138736042347e-49, 1.5364388621042712e-101, 1.0689834553241488e-106, 5.6498092045037674e-171, 6.4516735517181706e-180, 3.2707399062327738e-223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
logarithm,"[2, 9, 7, 18, 19, 1, 5, 14, 0, 4, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[1.0, 8.703060583665505e-17, 1.0083418916834268e-31, 2.1468432952844592e-41, 1.9128921520626384e-44, 4.1845871665846595e-49, 5.3722492663978152e-65, 2.3919099407779308e-69, 4.0470884357263312e-106, 1.5463705651626428e-178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
base,"[6, 14, 2, 1, 19, 8, 3, 4, 5, 7, 9, 18, 10, 11, 12, 13, 15, 16, 17, 0]","[1.0, 6.9830871706589724e-220, 6.3920142306641605e-252, 4.2566185492224865e-253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
invers,"[15, 4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 2.7358842765005624e-42, 1.5988066402231886e-46, 4.5189881797241066e-49, 2.4509931099049779e-54, 5.0935931987789298e-98, 7.6333332093104883e-132, 1.1640000441499026e-206, 5.2498559780766531e-235, 4.7643331249670914e-316, 2.8661687828109102e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
k,"[1, 14, 9, 5, 7, 19, 2, 18, 13, 0, 12, 11, 10, 8, 15, 6, 16, 4, 3, 17]","[1.0, 3.6803943826262565e-23, 1.0237420902937956e-36, 1.7244385647803356e-39, 2.7687413364699165e-45, 7.1266649020410516e-47, 7.5047035964964412e-60, 4.9548984884448871e-190, 8.6752272517643745e-255, 5.3503935456598082e-257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
defin,"[6, 14, 1, 9, 2, 19, 5, 7, 18, 13, 12, 11, 10, 8, 15, 4, 3, 16, 17, 0]","[1.0, 4.6064503249839002e-81, 3.2452554487408436e-83, 1.7807535653664266e-146, 1.2027840480547266e-156, 4.1134018402304111e-164, 2.6523727811581878e-170, 1.6458918403215506e-198, 5.1443224643869352e-243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
direct,"[14, 1, 9, 5, 2, 19, 7, 18, 13, 12, 11, 10, 8, 6, 15, 4, 3, 16, 17, 0]","[1.0, 7.7418943859245358e-55, 4.4590204076250157e-66, 6.3465338241145993e-95, 1.9726161586999308e-123, 3.4775880028767323e-165, 3.1897122805752354e-181, 2.2207648500447015e-223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
area,"[14, 1, 19, 5, 9, 2, 7, 18, 0, 13, 15, 12, 11, 10, 8, 6, 16, 4, 3, 17]","[1.0, 1.2174276211318207e-17, 5.3602216934451605e-43, 3.8449917703718993e-46, 8.0217937661280527e-61, 2.523888021637936e-65, 4.2757865708296894e-68, 1.6616649373512636e-73, 9.2107570363416018e-245, 2.9149873104633546e-322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
curv,"[5, 9, 2, 7, 19, 18, 1, 14, 0, 4, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[1.0, 3.0218864761866337e-21, 2.0237829830716915e-25, 1.7137687466084088e-25, 5.5387487753837116e-33, 7.2549423030321222e-37, 5.6732978270181601e-41, 3.4028650707606304e-57, 2.0969409492046051e-91, 1.0926193313132688e-132, 5.2328413444351138e-300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
case,"[14, 1, 19, 9, 7, 2, 5, 18, 13, 0, 15, 16, 12, 11, 10, 8, 6, 4, 3, 17]","[1.0, 1.1390494812924813e-23, 1.1645418640596016e-61, 8.2047578801674066e-66, 7.8071093098676851e-72, 6.145268379273008e-87, 1.9825770182129354e-185, 2.7617472020897011e-200, 6.2306350002864715e-237, 6.3005007288242134e-301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
see,"[14, 1, 7, 9, 19, 5, 2, 18, 0, 13, 6, 4, 17, 15, 12, 11, 10, 8, 16, 3]","[0.99999999999783995, 2.1739777872399368e-12, 1.801884111128815e-19, 8.1929592404858854e-21, 1.4411661444369405e-26, 5.9606529948226422e-46, 4.0459178454995564e-53, 2.0745082043299008e-57, 2.8233378135092729e-119, 6.558364657529313e-131, 2.3903215745921637e-173, 5.5293502316457467e-209, 2.2176937685156818e-287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
imag,"[5, 9, 18, 7, 19, 2, 1, 14, 0, 4, 6, 13, 12, 11, 10, 15, 8, 16, 17, 3]","[1.0, 2.5901785927560609e-14, 3.1346834677474333e-24, 1.1646547185586121e-27, 6.829812522051797e-30, 1.1385387184154108e-31, 3.4469017749863571e-38, 1.0011374672054291e-51, 1.6029344141442446e-71, 1.1291644941310674e-122, 6.4194808840067609e-294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
view,"[5, 19, 7, 1, 9, 18, 14, 2, 0, 13, 4, 6, 12, 11, 10, 8, 15, 16, 3, 17]","[1.0, 8.9489235282775313e-20, 1.2844667131924584e-23, 4.9930061954254692e-24, 1.7486673191152951e-26, 1.4519861417280612e-30, 3.2299767525112363e-31, 9.5569537225244977e-41, 2.4723268659553418e-82, 7.1046019919689346e-120, 1.6237699633602888e-144, 5.2736805952853382e-221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
